Frame Cu-O Cu-H Cu-Cu
1962.0000000000 2.0355524500 2.6687875662 2.6090427774
1963.0000000000 2.0385388365 2.7396541845 2.5830631139
1964.0000000000 2.0571234826 2.6987311691 2.5770904648
1965.0000000000 2.0551538224 2.6671357807 2.6008426773
1966.0000000000 2.0208630411 2.6465692780 2.5996461754
1967.0000000000 2.0304705307 2.6687072899 2.5768283558
1968.0000000000 2.0494643424 2.6828883541 2.5822282615
1969.0000000000 2.0351115296 2.6961054186 2.5945517681
1970.0000000000 2.0164768422 2.6661355355 2.5874710577
1971.0000000000 2.0428027886 2.6824554699 2.5722801326
1972.0000000000 2.0618237722 2.6988079394 2.5920702844
1973.0000000000 2.0421242348 2.7048576960 2.5893556637
1974.0000000000 2.0428197290 2.6800884680 2.5990311431
1975.0000000000 2.0350649078 2.6815455359 2.5983327711
1976.0000000000 2.0149519379 2.6732484923 2.5877970623
1977.0000000000 2.0235468669 2.6777970160 2.5842081735
1978.0000000000 2.0305976667 2.6920825707 2.5826227224
1979.0000000000 2.0449990080 2.7111691626 2.5932393691
1980.0000000000 2.0414116463 2.6832062869 2.5835721102
1981.0000000000 2.0089585876 2.6916376433 2.5713267397
1982.0000000000 2.0349265789 2.6742202209 2.6001283892
1983.0000000000 2.0192783309 2.6668608423 2.5998690622
1984.0000000000 2.0128603521 2.6342129106 2.5939924715
1985.0000000000 1.9838103558 2.6853787763 2.5881481664
1986.0000000000 2.0420039953 2.6760707137 2.5949804297
1987.0000000000 1.9981802175 2.6827472089 2.5910770445
1988.0000000000 2.0202364946 2.6796796793 2.5910106989
1989.0000000000 2.0299451154 2.6612713962 2.5719997836
1990.0000000000 1.9810490490 2.6217332218 2.5831157576
1991.0000000000 2.0387590809 2.6615305093 2.5851506812
1992.0000000000 2.0392559135 2.6711560445 2.5985508088
1993.0000000000 2.0476847934 2.6781692904 2.5844032710
1994.0000000000 2.0376271387 2.6835117462 2.5836559467
1995.0000000000 2.0669654018 2.6720507225 2.5729642612
1996.0000000000 2.0220157297 2.6601593288 2.5880457436
1997.0000000000 2.0372014848 2.6543054060 2.6034476157
1998.0000000000 2.0667738899 2.6983049882 2.5845628206
1999.0000000000 2.0503649737 2.6741590683 2.5911817950
2000.0000000000 2.0430134620 2.6796780847 2.5801042001
2001.0000000000 2.0390027706 2.6703745008 2.5813819811
2002.0000000000 2.0110833138 2.7145461230 2.5837254674
2003.0000000000 2.0325454968 2.6666551129 2.5900160480
2004.0000000000 2.0404862018 2.6595999494 2.5798073021
2005.0000000000 2.0441971426 2.7069302153 2.5889443876
2006.0000000000 2.0221674516 2.6545219759 2.5988715068
2007.0000000000 2.0321988490 2.6663574496 2.5726615959
2008.0000000000 2.0130251169 2.6339975382 2.5946673446
2009.0000000000 2.0623563495 2.6895976358 2.5839549906
2010.0000000000 2.0300496205 2.6946323113 2.5893608535
2011.0000000000 2.0265868343 2.6918266568 2.5902958657
2012.0000000000 2.0137683660 2.6717512647 2.5870557675
2013.0000000000 2.0516926700 2.6521666095 2.5895948133
2014.0000000000 2.0470785790 2.6920441384 2.5919779031
2015.0000000000 2.0720731292 2.6743994281 2.5800880526
2016.0000000000 2.0592522347 2.7041926977 2.5820400695
2017.0000000000 2.0261862627 2.6562770252 2.5744511754
2018.0000000000 2.0349181229 2.6930064410 2.5829948203
2019.0000000000 2.0151655553 2.6532568245 2.5713922815
2020.0000000000 2.0328961893 2.6984820653 2.5805838036
2021.0000000000 2.0157156574 2.6890849782 2.5756693261
2022.0000000000 2.0543656444 2.7016637112 2.5770321344
2023.0000000000 2.0072053950 2.6760707568 2.5904181312
2024.0000000000 2.0278260634 2.6488746946 2.5860587520
2025.0000000000 2.0638887639 2.6406230195 2.5802339805
2026.0000000000 2.0521041804 2.6620182692 2.5816025182
2027.0000000000 2.0540671443 2.6441706144 2.5954751398
2028.0000000000 2.0197777784 2.6581799131 2.5914930129
2029.0000000000 2.0397954464 2.6709864093 2.5873501551
2030.0000000000 2.0416568342 2.6653365720 2.5881320422
2031.0000000000 2.0264929089 2.6852059168 2.5760395365
2032.0000000000 2.0357205899 2.6866915978 2.5982702736
2033.0000000000 2.0355459120 2.7096594568 2.5859413674
2034.0000000000 2.0354712017 2.7108006976 2.5821464742
2035.0000000000 2.0422006296 2.7201904059 2.5851676807
2036.0000000000 2.0486985278 2.6724305172 2.5795793615
2037.0000000000 2.0166601844 2.6767156423 2.5890199330
2038.0000000000 2.0370168232 2.6857491198 2.5873172996
2039.0000000000 2.0378434522 2.6735902625 2.5809709777
2040.0000000000 2.0334944875 2.6818524315 2.5810633002
2041.0000000000 2.0626348489 2.7097236471 2.5961457276
2042.0000000000 2.0213952077 2.6600906126 2.5885881412
2043.0000000000 2.0314350654 2.6944661100 2.5772452452
2044.0000000000 2.0135465780 2.6785057509 2.6033081304
2045.0000000000 2.0473137666 2.6980482670 2.5795777506
2046.0000000000 2.0487805512 2.6587654388 2.5871669768
2047.0000000000 2.0153463211 2.7016921062 2.5873453620
2048.0000000000 2.0199111146 2.6314843534 2.5954252859
2049.0000000000 2.0225110705 2.7049373563 2.5741085798
2050.0000000000 2.0392883414 2.6710353104 2.5822381049
2051.0000000000 2.0219859081 2.6929653877 2.5954057522
2052.0000000000 2.0330892005 2.6521820523 2.5980411217
2053.0000000000 2.0408229301 2.6893344617 2.5924732072
2054.0000000000 2.0329614723 2.6932159503 2.5915082297
2055.0000000000 2.0495298958 2.6590167804 2.5855361324
2056.0000000000 2.0393093981 2.6868024017 2.5810120237
2057.0000000000 2.0156564698 2.6177274810 2.5990816563
2058.0000000000 2.0317010750 2.6655251155 2.5823533657
2059.0000000000 2.0434581960 2.6922671256 2.6064845833
2060.0000000000 2.0154155268 2.6960591686 2.5759572502
2061.0000000000 2.0320535634 2.6644479786 2.5964418310
2062.0000000000 2.0321438616 2.6747418215 2.5700858556
2063.0000000000 2.0522106958 2.6707134719 2.5741734658
2064.0000000000 2.0086141393 2.6599385225 2.5913876694
2065.0000000000 2.0315892979 2.7009878958 2.5850977002
2066.0000000000 2.0153628158 2.6658660554 2.5805865845
2067.0000000000 2.0364986571 2.7049934455 2.5750260451
2068.0000000000 2.0334191576 2.6608115438 2.5827279343
2069.0000000000 2.0555898562 2.6422246315 2.5765375628
2070.0000000000 2.0272825668 2.6501927714 2.5914629982
2071.0000000000 2.0252419887 2.7009332483 2.5772345925
2072.0000000000 2.0305117120 2.6585582682 2.5757145207
2073.0000000000 2.0224698178 2.6955464632 2.5970589736
2074.0000000000 2.0388016712 2.6925122124 2.5687067566
2075.0000000000 2.0218423547 2.6218824526 2.5978807642
2076.0000000000 2.0674155134 2.6896692538 2.5826725041
2077.0000000000 2.0215367000 2.7004438588 2.5812778764
2078.0000000000 2.0459361721 2.7136975935 2.5921946123
2079.0000000000 2.0447359683 2.6690371529 2.5960065816
2080.0000000000 2.0359564667 2.6659758432 2.5766249751
2081.0000000000 2.0471178900 2.6286361628 2.5781057553
2082.0000000000 2.0292501324 2.6639304765 2.5846426167
2083.0000000000 2.0384766519 2.7106356796 2.5804901485
2084.0000000000 2.0135505755 2.6725935813 2.5679034829
2085.0000000000 2.0263085002 2.6900707460 2.5934937979
2086.0000000000 2.0661736971 2.6805164445 2.5924858168
2087.0000000000 2.0214316916 2.6869203158 2.5891826482
2088.0000000000 2.0245344772 2.6643501347 2.5963070947
2089.0000000000 2.0225744190 2.7100263355 2.5964455388
2090.0000000000 2.0339173807 2.6995021179 2.5917158359
2091.0000000000 2.0179047008 2.6367855493 2.5863426582
2092.0000000000 2.0093619125 2.6894022613 2.5830078751
2093.0000000000 2.0469232484 2.6909998410 2.5888084883
2094.0000000000 2.0048419519 2.6684358471 2.5867488557
2095.0000000000 2.0460294310 2.6601547856 2.5782227115
2096.0000000000 2.0280786014 2.6742604589 2.5720563046
2097.0000000000 2.0572864329 2.6693713683 2.5951956728
2098.0000000000 2.0714227024 2.7092646812 2.6041258195
2099.0000000000 2.0349432444 2.6677099023 2.5866036892
2100.0000000000 2.0523900939 2.6852651335 2.5903616977
2101.0000000000 2.0414381846 2.7129261956 2.5752583422
2102.0000000000 2.0405807595 2.7011949367 2.5875912869
2103.0000000000 2.0513533299 2.6843889462 2.5912141252
2104.0000000000 2.0399694746 2.6913221839 2.5934355132
2105.0000000000 2.0381743503 2.6824566763 2.5916125720
2106.0000000000 2.0346536987 2.6066973041 2.5788148708
2107.0000000000 2.0513784192 2.7196800012 2.5876415731
2108.0000000000 2.0226086479 2.7238659853 2.5992047908
2109.0000000000 2.0546689887 2.7177549176 2.5790117269
2110.0000000000 2.0444266717 2.6756949083 2.6056580568
2111.0000000000 2.0433115071 2.6714444476 2.5945179895
2112.0000000000 2.0192974705 2.6831747573 2.5889746206
2113.0000000000 2.0563556314 2.6895192397 2.5852288397
2114.0000000000 2.0342676473 2.6698007541 2.5933613554
2115.0000000000 2.0178256320 2.7126211000 2.5844571858
2116.0000000000 2.0258965913 2.6348722531 2.5938517776
2117.0000000000 2.0394120826 2.6773010719 2.6036905720
2118.0000000000 2.0619493395 2.6602441736 2.5774950278
2119.0000000000 2.0310288747 2.7071858087 2.5806586062
2120.0000000000 2.0431232548 2.6892151086 2.5833000530
2121.0000000000 2.0590402658 2.6726682800 2.5789575827
2122.0000000000 2.0546097111 2.6989337804 2.5880986431
2123.0000000000 2.0352000294 2.6766182634 2.5851650608
2124.0000000000 2.0165668185 2.6724438855 2.5767462057
2125.0000000000 2.0503180856 2.6809743437 2.5910048340
2126.0000000000 2.0076225660 2.6639402644 2.5715836418
2127.0000000000 2.0163765767 2.6710847466 2.5829641107
2128.0000000000 2.0173918060 2.6732019188 2.5908540382
2129.0000000000 2.0172950559 2.7072747420 2.5921026571
2130.0000000000 2.0507412399 2.6937823896 2.5577902977
2131.0000000000 2.0150390915 2.6767174661 2.6015784217
2132.0000000000 2.0000576905 2.6556082717 2.5861432844
2133.0000000000 2.0245646214 2.6614483349 2.5900401837
2134.0000000000 2.0514118664 2.6996077782 2.5930941673
2135.0000000000 2.0153095504 2.6726209539 2.5810625913
2136.0000000000 2.0386380468 2.6956862294 2.5787540737
2137.0000000000 2.0398565249 2.6779316653 2.5828703375
2138.0000000000 2.0186882824 2.7048484004 2.5786357779
2139.0000000000 2.0258827458 2.6718577363 2.5735793403
2140.0000000000 2.0026058504 2.6855482344 2.5747036745
2141.0000000000 2.0209620488 2.6713126923 2.5852916384
2142.0000000000 2.0014379833 2.6963810347 2.5922316394
2143.0000000000 2.0004192191 2.7070525453 2.5845687811
2144.0000000000 2.0019470151 2.7212864878 2.6054777425
2145.0000000000 1.9937653486 2.6644248896 2.5914511396
2146.0000000000 2.0167080025 2.6747146396 2.5983235739
2147.0000000000 2.0233829223 2.6990147156 2.5818078176
2148.0000000000 1.9999883700 2.7003459881 2.5917180542
2149.0000000000 2.0373613909 2.6968684153 2.6011863548
